Model,Feature,Importance,Rank
XGBoost,City_La Jolla,1.7290827599936165e-05,56
XGBoost,CountyOrParish_Orange,1.6876345398486592e-05,57
XGBoost,CountyOrParish_Monterey,1.0040620509244036e-05,58
XGBoost,CountyOrParish_Contra Costa,9.640508324082475e-06,59
XGBoost,City_La Quinta,7.0115879680088256e-06,60
XGBoost,City_Coronado,6.353237495204667e-06,61
XGBoost,CountyOrParish_Santa Barbara,4.904341494693654e-06,62
XGBoost,City_San Diego,4.582324436341878e-06,63
XGBoost,City_Saratoga,2.48208743869327e-06,64
XGBoost,City_Indian Wells,2.3459851945517585e-06,65
XGBoost,City_Rancho Santa Margarita,0.0,66
XGBoost,City_Redlands,0.0,67
XGBoost,City_Quincy,0.0,68
XGBoost,City_Rainbow,0.0,69
XGBoost,City_Montecito Heights,0.0,70
XGBoost,City_Rancho Mirage,0.0,71
XGBoost,City_Redondo Beach,0.0,72
XGBoost,City_Ranchita,0.0,73
XGBoost,City_Rancho Cascades,0.0,74
XGBoost,City_Rancho Cucamonga,0.0,75
XGBoost,City_Redding,0.0,76
XGBoost,City_Red Bluff,0.0,77
XGBoost,City_Rancho Penasquitos,0.0,78
XGBoost,City_Raymond,0.0,79
XGBoost,City_Rancho Cordova,0.0,80
XGBoost,City_Rancho Dominguez,0.0,81
XGBoost,City_Rancho Palos Verdes,0.0,82
XGBoost,City_Potter Valley,0.0,83
XGBoost,City_Quartz Hill,0.0,84
XGBoost,City_Point Arena,0.0,85
XGBoost,City_Piru,0.0,86
XGBoost,City_Pismo Beach,0.0,87
XGBoost,City_Pittsburg,0.0,88
XGBoost,City_Placentia,0.0,89
XGBoost,City_Placerville,0.0,90
XGBoost,City_Planada,0.0,91
XGBoost,City_Playa Del Rey,0.0,92
XGBoost,City_Pleasant Hill,0.0,93
XGBoost,City_Pleasanton,0.0,94
XGBoost,City_Plumas Lake,0.0,95
XGBoost,City_Point Loma,0.0,96
XGBoost,City_Quail Valley,0.0,97
XGBoost,City_Pomona,0.0,98
XGBoost,City_Port Costa,0.0,99
XGBoost,City_Port Hueneme,0.0,100
XGBoost,City_Porter Ranch,0.0,101
XGBoost,City_Porterville,0.0,102
XGBoost,City_Portola Valley,0.0,103
XGBoost,City_Potrero,0.0,104
XGBoost,City_Redwood Valley,0.0,105
XGBoost,City_Poway,0.0,106
XGBoost,City_Prunedale,0.0,107
XGBoost,City_Redwood City,0.0,108
XGBoost,City_Richvale,0.0,109
XGBoost,City_Reedley,0.0,110
XGBoost,City_Rescue,0.0,111
XGBoost,City_Salida,0.0,112
XGBoost,City_Salinas,0.0,113
XGBoost,City_Salton City,0.0,114
XGBoost,City_Salton Sea Beach,0.0,115
XGBoost,City_San Andreas,0.0,116
XGBoost,City_San Anselmo,0.0,117
XGBoost,City_San Bernardino,0.0,118
XGBoost,City_San Bruno,0.0,119
XGBoost,City_San Carlos,0.0,120
XGBoost,City_San Clemente,0.0,121
XGBoost,City_San Dimas,0.0,122
XGBoost,City_San Fernando,0.0,123
XGBoost,City_San Francisco,0.0,124
XGBoost,City_San Gabriel,0.0,125
XGBoost,City_San Jacinto,0.0,126
XGBoost,City_San Jose,0.0,127
XGBoost,City_San Juan Bautista,0.0,128
XGBoost,City_San Juan Capistrano,0.0,129
XGBoost,City_San Leandro,0.0,130
XGBoost,City_San Lorenzo,0.0,131
XGBoost,City_San Luis Obispo,0.0,132
XGBoost,City_San Marcos,0.0,133
XGBoost,City_San Marino,0.0,134
XGBoost,City_San Martin,0.0,135
XGBoost,City_San Mateo,0.0,136
XGBoost,City_Sacramento,0.0,137
XGBoost,City_Running Springs,0.0,138
XGBoost,City_Royal Oaks,0.0,139
XGBoost,City_Riverbank,0.0,140
XGBoost,City_Reseda,0.0,141
XGBoost,City_Reseda Ranch,0.0,142
XGBoost,City_Montecito,0.0,143
XGBoost,City_Rialto,0.0,144
XGBoost,City_Richmond,0.0,145
XGBoost,City_Pioneer,0.0,146
XGBoost,City_Ridgecrest,0.0,147
XGBoost,City_Rimforest,0.0,148
XGBoost,City_Rio Linda,0.0,149
XGBoost,City_Rio Vista,0.0,150
XGBoost,City_Ripon,0.0,151
XGBoost,City_Riverdale,0.0,152
XGBoost,City_Rowland Heights,0.0,153
XGBoost,City_Riverside,0.0,154
XGBoost,City_Rocklin,0.0,155
XGBoost,City_Rodeo,0.0,156
XGBoost,City_Montebello,0.0,157
XGBoost,City_Rohnert Park,0.0,158
XGBoost,City_Rolling Hills,0.0,159
XGBoost,City_Rolling Hills Estates,0.0,160
XGBoost,City_Rosamond,0.0,161
XGBoost,City_Rosemead,0.0,162
XGBoost,City_Roseville,0.0,163
XGBoost,City_Rossmoor,0.0,164
XGBoost,City_Pioneertown,0.0,165
XGBoost,City_Moss Landing,0.0,166
XGBoost,City_Pinon Hills,0.0,167
XGBoost,City_Northridge,0.0,168
XGBoost,City_North Edwards,0.0,169
XGBoost,City_North Fork,0.0,170
XGBoost,City_Moreno Valley,0.0,171
XGBoost,City_North Highlands,0.0,172
XGBoost,City_North Hills,0.0,173
XGBoost,City_North Hollywood,0.0,174
XGBoost,City_North Palm Springs,0.0,175
XGBoost,City_North Richmond,0.0,176
XGBoost,City_North San Juan,0.0,177
XGBoost,City_North Tustin,0.0,178
XGBoost,City_Moraga,0.0,179
XGBoost,City_Norwalk,0.0,180
XGBoost,City_Ojai,0.0,181
XGBoost,City_Novato,0.0,182
XGBoost,City_Nuevo,0.0,183
XGBoost,City_O'Neals,0.0,184
XGBoost,City_Oak Glen,0.0,185
XGBoost,City_Oak Hills,0.0,186
XGBoost,City_Oak Park,0.0,187
XGBoost,City_Oak View,0.0,188
XGBoost,City_Oakdale,0.0,189
XGBoost,City_Oakhurst,0.0,190
XGBoost,City_Oakley,0.0,191
XGBoost,City_Oceano,0.0,192
XGBoost,City_Norco,0.0,193
XGBoost,City_Nipomo,0.0,194
XGBoost,City_Nice,0.0,195
XGBoost,City_Morgan Hill,0.0,196
XGBoost,City_Mount Shasta,0.0,197
XGBoost,City_Mountain Center,0.0,198
XGBoost,City_Mountain House,0.0,199
XGBoost,City_Mountain Mesa,0.0,200
XGBoost,City_Moss Beach,0.0,201
XGBoost,City_Mountain View,0.0,202
XGBoost,City_Mt Baldy,0.0,203
XGBoost,City_Murphys,0.0,204
XGBoost,City_Morro Bay,0.0,205
XGBoost,City_Murrieta,0.0,206
XGBoost,City_Myers Flat,0.0,207
XGBoost,City_Napa,0.0,208
XGBoost,City_National City,0.0,209
XGBoost,City_Navarro,0.0,210
XGBoost,City_Needles,0.0,211
XGBoost,City_Nelson,0.0,212
XGBoost,City_New Cuyama,0.0,213
XGBoost,City_Newark,0.0,214
XGBoost,City_Newberry Springs,0.0,215
XGBoost,City_Newbury Park,0.0,216
XGBoost,City_Newhall,0.0,217
XGBoost,City_Morongo Valley,0.0,218
XGBoost,City_Newman,0.0,219
XGBoost,City_Oceanside,0.0,220
XGBoost,City_Olancha,0.0,221
XGBoost,City_Pinole,0.0,222
XGBoost,City_Pearblossom,0.0,223
XGBoost,City_Panorama City,0.0,224
XGBoost,City_Paradise,0.0,225
XGBoost,City_Paradise Hills,0.0,226
XGBoost,City_Paramount,0.0,227
XGBoost,City_Parlier,0.0,228
XGBoost,City_Monterey Park,0.0,229
XGBoost,City_Pasadena,0.0,230
XGBoost,City_Monterey,0.0,231
XGBoost,City_Paso Robles,0.0,232
XGBoost,City_Patterson,0.0,233
XGBoost,City_Pauma Valley,0.0,234
XGBoost,City_Pebble Beach,0.0,235
XGBoost,City_Olivehurst,0.0,236
XGBoost,City_Perris,0.0,237
XGBoost,City_Pescadero,0.0,238
XGBoost,City_Petaluma,0.0,239
XGBoost,City_Phelan,0.0,240
XGBoost,City_Phillips Ranch,0.0,241
XGBoost,City_Philo,0.0,242
XGBoost,City_Pico Rivera,0.0,243
XGBoost,City_Mount Hermon,0.0,244
XGBoost,City_Pilot Hill,0.0,245
XGBoost,City_Pine Mountain Club,0.0,246
XGBoost,City_Pine Valley,0.0,247
XGBoost,City_Palos Verdes Peninsula,0.0,248
XGBoost,City_Palos Verdes Estates,0.0,249
XGBoost,City_Palomar Mountain,0.0,250
XGBoost,City_Palo Cedro,0.0,251
XGBoost,City_Ontario,0.0,252
XGBoost,City_Orange,0.0,253
XGBoost,City_Orangevale,0.0,254
XGBoost,City_Orinda,0.0,255
XGBoost,City_Orland,0.0,256
XGBoost,City_Oro Grande,0.0,257
XGBoost,City_Orosi,0.0,258
XGBoost,City_Oroville,0.0,259
XGBoost,City_Ortega Mountain,0.0,260
XGBoost,City_Otay Mesa,0.0,261
XGBoost,City_Other,0.0,262
XGBoost,City_Oxnard,0.0,263
XGBoost,City_Pacheco,0.0,264
XGBoost,City_Pacific Grove,0.0,265
XGBoost,City_Montrose,0.0,266
XGBoost,City_Pacific Palisades,0.0,267
XGBoost,City_Pacifica,0.0,268
XGBoost,City_Pacoima,0.0,269
XGBoost,City_Paicines,0.0,270
XGBoost,City_Palermo,0.0,271
XGBoost,City_Palm Springs,0.0,272
XGBoost,City_Palmdale,0.0,273
XGBoost,City_Palo Alto,0.0,274
XGBoost,City_Ahwahnee,0.0,275
XGBoost,City_Santa Monica,0.0,276
XGBoost,City_San Pablo,0.0,277
XGBoost,City_Willows,0.0,278
XGBoost,City_West Toluca Lake,0.0,279
XGBoost,City_Westchester,0.0,280
XGBoost,City_Westlake Village,0.0,281
XGBoost,City_Westminster,0.0,282
XGBoost,City_Westport,0.0,283
XGBoost,City_Westwood,0.0,284
XGBoost,City_Wheatland,0.0,285
XGBoost,City_Whitewater,0.0,286
XGBoost,City_Whittier,0.0,287
XGBoost,City_Wildomar,0.0,288
XGBoost,City_Williams,0.0,289
XGBoost,City_Willits,0.0,290
XGBoost,City_Wilmington,0.0,291
XGBoost,City_Val Verde,0.0,292
XGBoost,City_Wilton,0.0,293
XGBoost,City_Winchester,0.0,294
XGBoost,City_Windsor Hills,0.0,295
XGBoost,City_Winnetka,0.0,296
XGBoost,City_Winton,0.0,297
XGBoost,City_Wishon,0.0,298
XGBoost,City_Wofford Heights,0.0,299
XGBoost,City_Woodbridge,0.0,300
XGBoost,City_Woodcrest,0.0,301
XGBoost,City_Woodland,0.0,302
XGBoost,City_Woodland Hills,0.0,303
XGBoost,City_Woodside,0.0,304
XGBoost,City_West Sacramento,0.0,305
XGBoost,City_West Point,0.0,306
XGBoost,City_West Los Angeles,0.0,307
XGBoost,City_West Hollywood,0.0,308
XGBoost,City_Vallejo,0.0,309
XGBoost,City_Valley Center,0.0,310
XGBoost,City_Valley Glen,0.0,311
XGBoost,City_Valley Springs,0.0,312
XGBoost,City_Valley Village,0.0,313
XGBoost,City_Van Nuys,0.0,314
XGBoost,City_Venice,0.0,315
XGBoost,City_Ventura,0.0,316
XGBoost,City_View Park,0.0,317
XGBoost,City_Villa Park,0.0,318
XGBoost,City_Vina,0.0,319
XGBoost,City_Visalia,0.0,320
XGBoost,City_Vista,0.0,321
XGBoost,City_Walnut,0.0,322
XGBoost,City_Walnut Creek,0.0,323
XGBoost,City_Walnut Grove,0.0,324
XGBoost,City_Warner Springs,0.0,325
XGBoost,City_Wasco,0.0,326
XGBoost,City_Waterford,0.0,327
XGBoost,City_Watsonville,0.0,328
XGBoost,City_Weaverville,0.0,329
XGBoost,City_Weed,0.0,330
XGBoost,City_Weldon,0.0,331
XGBoost,City_West Covina,0.0,332
XGBoost,City_West Hills,0.0,333
XGBoost,City_Wrightwood,0.0,334
XGBoost,City_Yermo,0.0,335
XGBoost,City_Yorba Linda,0.0,336
XGBoost,CountyOrParish_Nevada,0.0,337
XGBoost,CountyOrParish_Other State,0.0,338
XGBoost,CountyOrParish_Placer,0.0,339
XGBoost,CountyOrParish_Plumas,0.0,340
XGBoost,CountyOrParish_Sacramento,0.0,341
XGBoost,CountyOrParish_San Benito,0.0,342
XGBoost,City_Agoura Hills,0.0,343
XGBoost,CountyOrParish_San Francisco,0.0,344
XGBoost,CountyOrParish_San Joaquin,0.0,345
XGBoost,CountyOrParish_San Luis Obispo,0.0,346
XGBoost,CountyOrParish_Santa Cruz,0.0,347
XGBoost,CountyOrParish_Shasta,0.0,348
XGBoost,CountyOrParish_Siskiyou,0.0,349
XGBoost,CountyOrParish_Solano,0.0,350
XGBoost,CountyOrParish_Sonoma,0.0,351
XGBoost,CountyOrParish_Stanislaus,0.0,352
XGBoost,CountyOrParish_Sutter,0.0,353
XGBoost,CountyOrParish_Tehama,0.0,354
XGBoost,CountyOrParish_Trinity,0.0,355
XGBoost,CountyOrParish_Tulare,0.0,356
XGBoost,CountyOrParish_Tuolumne,0.0,357
XGBoost,CountyOrParish_Yolo,0.0,358
XGBoost,CountyOrParish_Yuba,0.0,359
XGBoost,City_Acton,0.0,360
XGBoost,City_Acampo,0.0,361
XGBoost,IsNewProperty,0.0,362
XGBoost,CountyOrParish_Other,0.0,363
XGBoost,CountyOrParish_Napa,0.0,364
XGBoost,City_Yosemite,0.0,365
XGBoost,CountyOrParish_Mono,0.0,366
XGBoost,City_Yreka,0.0,367
XGBoost,City_Yuba City,0.0,368
XGBoost,City_Yucaipa,0.0,369
XGBoost,City_Yucca Valley,0.0,370
XGBoost,CountyOrParish_Amador,0.0,371
XGBoost,CountyOrParish_Butte,0.0,372
XGBoost,CountyOrParish_Calaveras,0.0,373
XGBoost,CountyOrParish_Colusa,0.0,374
XGBoost,CountyOrParish_El Dorado,0.0,375
XGBoost,CountyOrParish_Foreign Country,0.0,376
XGBoost,CountyOrParish_Fresno,0.0,377
XGBoost,CountyOrParish_Glenn,0.0,378
XGBoost,CountyOrParish_Humboldt,0.0,379
XGBoost,CountyOrParish_Imperial,0.0,380
XGBoost,CountyOrParish_Inyo,0.0,381
XGBoost,CountyOrParish_Kern,0.0,382
XGBoost,CountyOrParish_Kings,0.0,383
XGBoost,CountyOrParish_Lake,0.0,384
XGBoost,CountyOrParish_Lassen,0.0,385
XGBoost,CountyOrParish_Madera,0.0,386
XGBoost,CountyOrParish_Marin,0.0,387
XGBoost,CountyOrParish_Mariposa,0.0,388
XGBoost,CountyOrParish_Mendocino,0.0,389
XGBoost,CountyOrParish_Merced,0.0,390
XGBoost,CountyOrParish_Modoc,0.0,391
XGBoost,City_Valencia,0.0,392
XGBoost,City_Vacaville,0.0,393
XGBoost,City_San Pedro,0.0,394
XGBoost,City_Sky Valley,0.0,395
XGBoost,City_Shafter,0.0,396
XGBoost,City_Shandon,0.0,397
XGBoost,City_Shasta Lake,0.0,398
XGBoost,City_Sherman Oaks,0.0,399
XGBoost,City_Sherwood Forest,0.0,400
XGBoost,City_Shingletown,0.0,401
XGBoost,City_Sierra Madre,0.0,402
XGBoost,City_Signal Hill,0.0,403
XGBoost,City_Silver Lake,0.0,404
XGBoost,City_Silverado,0.0,405
XGBoost,City_Silverado Canyon,0.0,406
XGBoost,City_Simi Valley,0.0,407
XGBoost,City_Soda Springs,0.0,408
XGBoost,City_Upper Lake,0.0,409
XGBoost,City_Solana Beach,0.0,410
XGBoost,City_Soledad,0.0,411
XGBoost,City_Solvang,0.0,412
XGBoost,City_Somis,0.0,413
XGBoost,City_Sonoma,0.0,414
XGBoost,City_Sonora,0.0,415
XGBoost,City_Soquel,0.0,416
XGBoost,City_Soulsbyville,0.0,417
XGBoost,City_South Dos Palos,0.0,418
XGBoost,City_South El Monte,0.0,419
XGBoost,City_South Gate,0.0,420
XGBoost,City_South Lake Tahoe,0.0,421
XGBoost,City_Shadow Hills,0.0,422
XGBoost,City_Selma,0.0,423
XGBoost,City_Sebastopol,0.0,424
XGBoost,City_Seaside,0.0,425
XGBoost,City_San Rafael,0.0,426
XGBoost,City_San Ramon,0.0,427
XGBoost,City_San Simeon,0.0,428
XGBoost,City_San Ysidro,0.0,429
XGBoost,City_Sanger,0.0,430
XGBoost,City_Santa Ana,0.0,431
XGBoost,City_Santa Barbara,0.0,432
XGBoost,City_Santa Clara,0.0,433
XGBoost,City_Santa Clarita,0.0,434
XGBoost,City_Santa Cruz,0.0,435
XGBoost,City_Santa Fe Springs,0.0,436
XGBoost,City_Santa Margarita,0.0,437
XGBoost,City_Santa Maria,0.0,438
XGBoost,City_Monte Rio,0.0,439
XGBoost,City_Santa Nella,0.0,440
XGBoost,City_Santa Paula,0.0,441
XGBoost,City_Santa Rosa,0.0,442
XGBoost,City_Santa Ynez,0.0,443
XGBoost,City_Santa Ysabel,0.0,444
XGBoost,City_Santee,0.0,445
XGBoost,City_Saugus,0.0,446
XGBoost,City_Sausalito,0.0,447
XGBoost,City_Scotts Valley,0.0,448
XGBoost,City_Scripps Miramar,0.0,449
XGBoost,City_Seal Beach,0.0,450
XGBoost,City_South Pasadena,0.0,451
XGBoost,City_South San Francisco,0.0,452
XGBoost,City_Spreckels,0.0,453
XGBoost,City_Thermal,0.0,454
XGBoost,City_Thousand Palms,0.0,455
XGBoost,City_Tierrasanta,0.0,456
XGBoost,City_Tollhouse,0.0,457
XGBoost,City_Toluca Lake,0.0,458
XGBoost,City_Topanga,0.0,459
XGBoost,City_Torrance,0.0,460
XGBoost,City_Trabuco Canyon,0.0,461
XGBoost,City_Tracy,0.0,462
XGBoost,City_Tres Pinos,0.0,463
XGBoost,City_Trinity Center,0.0,464
XGBoost,City_Trona,0.0,465
XGBoost,City_Tujunga,0.0,466
XGBoost,City_Tulare,0.0,467
XGBoost,City_Tuolumne,0.0,468
XGBoost,City_Turlock,0.0,469
XGBoost,City_Tustin,0.0,470
XGBoost,City_Twain Harte,0.0,471
XGBoost,City_Twentynine Palms,0.0,472
XGBoost,City_Twin Peaks,0.0,473
XGBoost,City_Ukiah,0.0,474
XGBoost,City_Unincorporated,0.0,475
XGBoost,City_Union City,0.0,476
XGBoost,City_University City,0.0,477
XGBoost,City_Unknown,0.0,478
XGBoost,City_Upland,0.0,479
XGBoost,City_Thousand Oaks,0.0,480
XGBoost,City_Terra Bella,0.0,481
XGBoost,City_Springville,0.0,482
XGBoost,City_Templeton,0.0,483
XGBoost,City_Squaw Valley,0.0,484
XGBoost,City_Stanton,0.0,485
XGBoost,City_Stevenson Ranch,0.0,486
XGBoost,City_Stevinson,0.0,487
XGBoost,City_Stockton,0.0,488
XGBoost,City_Stonyford,0.0,489
XGBoost,City_Strawberry,0.0,490
XGBoost,City_Studio City,0.0,491
XGBoost,City_Sugarloaf,0.0,492
XGBoost,City_Suisun City,0.0,493
XGBoost,City_Summerland,0.0,494
XGBoost,City_Sun City,0.0,495
XGBoost,City_Sun Valley,0.0,496
XGBoost,City_Sunland,0.0,497
XGBoost,City_Sunnyvale,0.0,498
XGBoost,City_Sunol,0.0,499
XGBoost,City_Sunset Beach,0.0,500
XGBoost,City_Surfside,0.0,501
XGBoost,City_Susanville,0.0,502
XGBoost,City_Sylmar,0.0,503
XGBoost,City_Taft,0.0,504
XGBoost,City_Tehachapi,0.0,505
XGBoost,City_Temecula,0.0,506
XGBoost,City_Temescal Valley,0.0,507
XGBoost,City_Temple City,0.0,508
XGBoost,City_Monte Sereno,0.0,509
XGBoost,City_Mission Hills,0.0,510
XGBoost,City_Montclair,0.0,511
XGBoost,City_Corning,0.0,512
XGBoost,City_Coachella,0.0,513
XGBoost,City_Coalinga,0.0,514
XGBoost,City_Coarsegold,0.0,515
XGBoost,City_Cobb,0.0,516
XGBoost,City_Cold Springs,0.0,517
XGBoost,City_Colton,0.0,518
XGBoost,City_Columbia,0.0,519
XGBoost,City_Commerce,0.0,520
XGBoost,City_Compton,0.0,521
XGBoost,City_Concord,0.0,522
XGBoost,City_Copperopolis,0.0,523
XGBoost,City_Corcoran,0.0,524
XGBoost,City_Corona,0.0,525
XGBoost,City_Clipper Mills,0.0,526
XGBoost,City_Corralitos,0.0,527
XGBoost,City_Costa Mesa,0.0,528
XGBoost,City_Coto de Caza,0.0,529
XGBoost,City_Cottonwood,0.0,530
XGBoost,City_Covelo,0.0,531
XGBoost,City_Covina,0.0,532
XGBoost,City_Cowan Heights,0.0,533
XGBoost,City_Crestline,0.0,534
XGBoost,City_Creston,0.0,535
XGBoost,City_Crockett,0.0,536
XGBoost,City_Cudahy,0.0,537
XGBoost,City_Culver City,0.0,538
XGBoost,City_Clovis,0.0,539
XGBoost,City_Clio,0.0,540
XGBoost,City_Cutler,0.0,541
XGBoost,City_Cerritos,0.0,542
XGBoost,City_Carson,0.0,543
XGBoost,City_Caruthers,0.0,544
XGBoost,City_Castaic,0.0,545
XGBoost,City_Castro Valley,0.0,546
XGBoost,City_Castroville,0.0,547
XGBoost,City_Cathedral City,0.0,548
XGBoost,City_Catheys Valley,0.0,549
XGBoost,City_Cayucos,0.0,550
XGBoost,City_Cazadero,0.0,551
XGBoost,City_Cedar Glen,0.0,552
XGBoost,City_Cedarpines Park,0.0,553
XGBoost,City_Ceres,0.0,554
XGBoost,City_Chatsworth,0.0,555
XGBoost,City_Clearlake Oaks,0.0,556
XGBoost,City_Cherry Valley,0.0,557
XGBoost,City_Chico,0.0,558
XGBoost,City_Chino,0.0,559
XGBoost,City_Chino Hills,0.0,560
XGBoost,City_Chowchilla,0.0,561
XGBoost,City_Aguanga,0.0,562
XGBoost,City_Citrus Heights,0.0,563
XGBoost,City_City Terrace,0.0,564
XGBoost,City_Clairemont Mesa,0.0,565
XGBoost,City_Claremont,0.0,566
XGBoost,City_Clayton,0.0,567
XGBoost,City_Clearlake,0.0,568
XGBoost,City_Cupertino,0.0,569
XGBoost,City_Cypress,0.0,570
XGBoost,City_Carmichael,0.0,571
XGBoost,City_El Monte,0.0,572
XGBoost,City_Eagle Rock,0.0,573
XGBoost,City_East Los Angeles,0.0,574
XGBoost,City_East Palo Alto,0.0,575
XGBoost,City_Eastvale,0.0,576
XGBoost,City_Echo Park,0.0,577
XGBoost,City_Edwards,0.0,578
XGBoost,City_El Cajon,0.0,579
XGBoost,City_El Centro,0.0,580
XGBoost,City_El Cerrito,0.0,581
XGBoost,City_El Dorado Hills,0.0,582
XGBoost,City_El Granada,0.0,583
XGBoost,City_El Mirage,0.0,584
XGBoost,City_El Portal,0.0,585
XGBoost,City_Dunsmuir,0.0,586
XGBoost,City_El Segundo,0.0,587
XGBoost,City_El Sereno,0.0,588
XGBoost,City_El Sobrante,0.0,589
XGBoost,City_Elk,0.0,590
XGBoost,City_Elk Creek,0.0,591
XGBoost,City_Elk Grove,0.0,592
XGBoost,City_Emeryville,0.0,593
XGBoost,City_Empire,0.0,594
XGBoost,City_Encanto,0.0,595
XGBoost,City_Encinitas,0.0,596
XGBoost,City_Encino,0.0,597
XGBoost,City_Escalon,0.0,598
XGBoost,City_Durham,0.0,599
XGBoost,City_Dunnigan,0.0,600
XGBoost,City_Cypress Park,0.0,601
XGBoost,City_Desert Hot Springs,0.0,602
XGBoost,City_Daly City,0.0,603
XGBoost,City_Dana Point,0.0,604
XGBoost,City_Danville,0.0,605
XGBoost,City_Davis,0.0,606
XGBoost,City_Del Mar,0.0,607
XGBoost,City_Del Rey,0.0,608
XGBoost,City_Del Rey Oaks,0.0,609
XGBoost,City_Delano,0.0,610
XGBoost,City_Delhi,0.0,611
XGBoost,City_Denair,0.0,612
XGBoost,City_Descanso,0.0,613
XGBoost,City_Desert Center,0.0,614
XGBoost,City_Devore,0.0,615
XGBoost,City_Dulzura,0.0,616
XGBoost,City_Diablo,0.0,617
XGBoost,City_Diamond Bar,0.0,618
XGBoost,City_Dillon Beach,0.0,619
XGBoost,City_Dinuba,0.0,620
XGBoost,City_Discovery Bay,0.0,621
XGBoost,City_Dixon,0.0,622
XGBoost,City_Dobbins,0.0,623
XGBoost,City_Dorrington,0.0,624
XGBoost,City_Dos Palos,0.0,625
XGBoost,City_Downey,0.0,626
XGBoost,City_Duarte,0.0,627
XGBoost,City_Dublin,0.0,628
XGBoost,City_Carpinteria,0.0,629
XGBoost,City_Carmel Valley,0.0,630
XGBoost,City_Montara,0.0,631
XGBoost,City_Azusa,0.0,632
XGBoost,City_Artesia,0.0,633
XGBoost,City_Artois,0.0,634
XGBoost,City_Arvin,0.0,635
XGBoost,City_Atascadero,0.0,636
XGBoost,City_Atherton,0.0,637
XGBoost,City_Atwater,0.0,638
XGBoost,City_Atwater Village,0.0,639
XGBoost,City_Auberry,0.0,640
XGBoost,City_Auburn,0.0,641
XGBoost,City_Avalon,0.0,642
XGBoost,City_Avenal,0.0,643
XGBoost,City_Avila Beach,0.0,644
XGBoost,City_Bakersfield,0.0,645
XGBoost,City_Arrowbear,0.0,646
XGBoost,City_Baldwin Hills,0.0,647
XGBoost,City_Baldwin Park,0.0,648
XGBoost,City_Bangor,0.0,649
XGBoost,City_Banning,0.0,650
XGBoost,City_Barstow,0.0,651
XGBoost,City_Bass Lake,0.0,652
XGBoost,City_Bay Point,0.0,653
XGBoost,City_Beaumont,0.0,654
XGBoost,City_Bel Air,0.0,655
XGBoost,City_Bell,0.0,656
XGBoost,City_Bell Canyon,0.0,657
XGBoost,City_Bell Gardens,0.0,658
XGBoost,City_Arroyo Grande,0.0,659
XGBoost,City_Aromas,0.0,660
XGBoost,City_Belmont,0.0,661
XGBoost,City_Anaheim,0.0,662
XGBoost,City_Alamo,0.0,663
XGBoost,City_Albany,0.0,664
XGBoost,City_Albion,0.0,665
XGBoost,City_Alhambra,0.0,666
XGBoost,City_Aliso Viejo,0.0,667
XGBoost,City_Almanor,0.0,668
XGBoost,City_Alpine,0.0,669
XGBoost,City_Alta Loma,0.0,670
XGBoost,City_Altadena,0.0,671
XGBoost,City_Alturas,0.0,672
XGBoost,City_Alviso,0.0,673
XGBoost,City_American Canyon,0.0,674
XGBoost,City_Anaheim Hills,0.0,675
XGBoost,City_Arnold,0.0,676
XGBoost,City_Anderson,0.0,677
XGBoost,City_Angels Camp,0.0,678
XGBoost,City_Angelus Oaks,0.0,679
XGBoost,City_Angwin,0.0,680
XGBoost,City_Antelope,0.0,681
XGBoost,City_Antioch,0.0,682
XGBoost,City_Anza,0.0,683
XGBoost,City_Apple Valley,0.0,684
XGBoost,City_Aptos,0.0,685
XGBoost,City_Arbuckle,0.0,686
XGBoost,City_Arcadia,0.0,687
XGBoost,City_Arleta,0.0,688
XGBoost,City_Bellflower,0.0,689
XGBoost,City_Ben Lomond,0.0,690
XGBoost,City_Carmel,0.0,691
XGBoost,City_Calexico,0.0,692
XGBoost,City_Brownsville,0.0,693
XGBoost,City_Buellton,0.0,694
XGBoost,City_Buena Park,0.0,695
XGBoost,City_Bullhead City,0.0,696
XGBoost,City_Burbank,0.0,697
XGBoost,City_Burlingame,0.0,698
XGBoost,City_Burson,0.0,699
XGBoost,City_Butte Meadows,0.0,700
XGBoost,City_Butte Valley,0.0,701
XGBoost,City_Byron,0.0,702
XGBoost,City_Cabazon,0.0,703
XGBoost,City_Calabasas,0.0,704
XGBoost,City_Caliente,0.0,705
XGBoost,City_Brookdale,0.0,706
XGBoost,City_California City,0.0,707
XGBoost,City_Camarillo,0.0,708
XGBoost,City_Cambria,0.0,709
XGBoost,City_Cameron Park,0.0,710
XGBoost,City_Campbell,0.0,711
XGBoost,City_Campo,0.0,712
XGBoost,City_Camptonville,0.0,713
XGBoost,City_Canoga Park,0.0,714
XGBoost,City_Canyon Country,0.0,715
XGBoost,City_Canyon Lake,0.0,716
XGBoost,City_Capitola,0.0,717
XGBoost,City_Cardiff By The Sea,0.0,718
XGBoost,City_Browns Valley,0.0,719
XGBoost,City_Brisbane,0.0,720
XGBoost,City_Benicia,0.0,721
XGBoost,City_Blue Jay,0.0,722
XGBoost,City_Bermuda Dunes,0.0,723
XGBoost,City_Berry Creek,0.0,724
XGBoost,City_Bethel Island,0.0,725
XGBoost,City_Big Bar,0.0,726
XGBoost,City_Big Bear,0.0,727
XGBoost,City_Big Bear City,0.0,728
XGBoost,City_Big Bear Lake,0.0,729
XGBoost,City_Big River,0.0,730
